"alt","caption","commentsCount","dimensionsHeight","dimensionsWidth","displayUrl","firstComment","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","id","likesCount","locationId","locationName","mentions/0","mentions/1","mentions/2","mentions/3","mentions/4","ownerFullName","ownerId","ownerUsername","position","productType","queryUsername","shortCode","timestamp","type","url","videoUrl","videoViewCount"
,"Looking for a little liquid sunshine today? This might be what you’re looking for: Spiked Brazilian Lemonade 🍋

Spike or don’t, it’s up to you! You can spike this with your favorite, tequila, Mezcal, or even vodka. What would you prefer to spike this with?

Let’s get into it:

2 limes, ends trimmed, quartered
2 lemons, ends trimmed, quartered
1/ 2 cup sweetened condensed milk, plus more to taste depending on preference

Add all ingredients to a high speed blender and cover with 6 cups cold water. Blend for about 10-15 seconds at high speed, then strain through a fine mesh strainer. Discard solids.

For the cocktail: 
1.5 oz Mezcal, tequila, or vodka
4 oz Lemonade
Ice
Creamy foam to top

Add lemonade and desired spirit to an ice filled cocktail shaker. 
Shake for 30 seconds, then strain into final glass. 
Top with creamy lemonade foam.

Xoxo, cheers 🍋
#joinjules #lemonade #brazilianlemonade #spiked #drink #drinkrecipe #cocktail #cocktailrecipes #lemon #spring #summer","86","1137","640","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/279344768_388856146474383_1306581335270054647_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=cB3YjLStT9sAX8FvWAS&edm=APU89FABAAAA&ccb=7-5&oh=00_AT_QsolyDSsI3_pLBt8-mghz7PQQvxJRQqsL42YZCOX-Hw&oe=6299838A&_nc_sid=86f79a","","joinjules","lemonade","brazilianlemonade","spiked","drink","drinkrecipe","cocktail","cocktailrecipes","lemon","spring","summer",,,,,,,"2825779143787194915","5481",,,,,,,,,"8480739993","join_jules","24","clips","join_jules","Cc3LyjfJKoj","2022-04-27T17:08:55.000Z","Video","https://www.instagram.com/p/Cc3LyjfJKoj/","https://scontent-frx5-2.cdninstagram.com/v/t50.2886-16/279096797_5012383055535225_2212124438856417400_n.mp4?_nc_ht=scontent-frx5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=MvIdgmhONswAX8Ibk2U&edm=APU89FABAAAA&ccb=7-5&oe=62995C70&oh=00_AT-OJonzazOysyaud_EMPEUDXMMuZZ_2rOkZaYsv9-1GPg&_nc_sid=86f79a","57080"
,"One of my favorite cocktails and personally a cocktail that I believe is very underrated, the daiquiri

It’s the definition of balance using only 3 ingredients. Remember ingredients matter here, so use the good stuff! If it isn’t fresh, I don’t want it 👏🏼👏🏼👏🏼

Let’s get into it:
2 oz Rum, light or white rum (some good options: @equianorum @flordecanarum @zacaparumusa @diplomaticorum @tentoonerum 
1 oz Lime Juice
3/4 oz simple syrup, I used a pineapple syrup
Ice
Garnish: lime wheel

In a cocktail shaker add all ingredients. 
Add ice and shake. 
Double strain into a chilled coupe. 
Garnish & enjoy!

Xoxo, cheers
#joinjules #daiquiri #rum #rumcocktails #drink #drinkrecipes #cocktail #cocktailrecipes #summer #easyrecipes #imbibegram","52","1333","750","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/279142459_532400311734507_5853596371639515072_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=2YIw1mRjbfcAX97ALNM&edm=APU89FABAAAA&ccb=7-5&oh=00_AT8gkJn-JmxBwgvweS0hnb5VRPoL8E0bO5dgfHrOZ7L7Eg&oe=6299F78D&_nc_sid=86f79a","","joinjules","daiquiri","rum","rumcocktails","drink","drinkrecipes","cocktail","cocktailrecipes","summer","easyrecipes","imbibegram",,,,,,,"2823652419140769233","3570",,,"equianorum","flordecanarum","zacaparumusa","diplomaticorum","tentoonerum",,"8480739993","join_jules","25","clips","join_jules","CcvoOo0DtXR","2022-04-24T18:46:27.000Z","Video","https://www.instagram.com/p/CcvoOo0DtXR/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/279101494_682491539682034_8734808640344923815_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=YzNWS536mhEAX_LlnwD&edm=APU89FABAAAA&ccb=7-5&oe=62998D31&oh=00_AT8ehAvo2cW0kGHpSC9bfm__m6IjHIQXzExp1Tna_5z5yQ&_nc_sid=86f79a","39138"
,"When it comes to glassware, there is so much out there. But I’ve always found that some of my favorite pieces are the ones that have been thrifted. So, the spirit of earth day I thought I should highlight @shopkitchensforgood 

This cute little store recently opened in my neighborhood and I went in and learned about what they are doing. Not only is this a shop with an unbelievable glassware selection but they are also a place where you can donate your used kitchen goods!

To go back even further, @kitchensforgood is a non profit that focuses on, “Culinary Apprenticeship Program that would provide workforce training to individuals hardest hit by unemployment and food insecurity.” Truly a place that im so glad I found & will be donating my many glasses to!!

If you’re local to San Diego check it out! If you’re not local, here’s a reminder to find your local thrift stores, thrift glassware, and donate your own goods when you’re ready to part with them. 

Happy earth day everyone! 

Xoxo, cheers","17","1333","750","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/279017614_119190794074470_526635411325854356_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=bqtfsUDZWg4AX9iNmOg&edm=APU89FABAAAA&ccb=7-5&oh=00_AT-PBy-I5QimGtbGlu_w05prc0QJwtMZ_BymMG2k-UUkSQ&oe=62996DA2&_nc_sid=86f79a","",,,,,,,,,,,,,,,,,,"2822332188330007779","1076",,,"shopkitchensforgood","kitchensforgood",,,,,"8480739993","join_jules","26","clips","join_jules","Ccq8CwDj5zj","2022-04-22T23:03:00.000Z","Video","https://www.instagram.com/p/Ccq8CwDj5zj/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/10000000_168277032233032_4788314253684710324_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=anS2fNlMklIAX9fJcRK&edm=APU89FABAAAA&ccb=7-5&oe=6299F43A&oh=00_AT_fdsOVqfJe2SR80BPwQwiimgR3f7rtPLqOBOoYslvMWQ&_nc_sid=86f79a","17556"
,"The cocktail for the weekend: Kentucky Jungle Bird

I realized I don’t make enough bourbon/whiskey cocktails on here so I wanted to switch it up. Spring makes me dream of the Jungle Bird cocktail and so I wanted to try it with bourbon and boy is this IT 🔥

Using fresh ingredients really makes this cocktail (aka fresh pineapple juice) I also have subbed the Simple syrup for a banana Simple syrup & passion fruit liqueur for fresh passion fruit juice. So really, use what you like here!

Let’s get into it:
1.5 oz Bourbon
3/4 oz Campari
1.5 oz Pineapple Juice, fresh
3/4 oz Lime Juice
1/2 oz simple syrup
1/2 oz passion fruit liqueur
Ice
Garnish: pineapple leaves, lime wheel

In a cocktail shaker add all ingredients and ice. 
Shake for 30 seconds. 
Double strain into a final glass with ice. 
Garnish & enjoy!

Xoxo, cheers
#joinjules #cocktail #cocktailrecipes #junglebird #campari #bourbon #summerdrinks #drinkrecipes","74","1333","750","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/278865207_658595611869820_1951411633059511999_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=-61tT5I8zUAAX8cCo-t&edm=APU89FABAAAA&ccb=7-5&oh=00_AT8gxiuZRHdeB0fDgOVs1GO-0nMl-7lwWAqqFijIV2-aMA&oe=6299BDDC&_nc_sid=86f79a","","joinjules","cocktail","cocktailrecipes","junglebird","campari","bourbon","summerdrinks","drinkrecipes",,,,,,,,,,"2822137284266411024","10848",,,,,,,,,"8480739993","join_jules","27","clips","join_jules","CcqPuhgFcQQ","2022-04-22T16:33:38.000Z","Video","https://www.instagram.com/p/CcqPuhgFcQQ/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/278602557_158455903260245_2760124598535139117_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=wDB8RnJ_AK0AX98_AlG&edm=APU89FABAAAA&ccb=7-5&oe=6299723A&oh=00_AT9C-I0FZjqBUF8Efw2KblZIlAqdO3bzilcgCUlh0nwwaw&_nc_sid=86f79a","91049"
,"Sharing my coffee morning routine

Double espresso, splash of maple syrup, tsp of vanilla extract in a mason jar. Add ice and coconut milk. Shake. 
Pour into your favorite iced coffee glass & top with frothed coconut milk

Currently on cup number 2 

Xoxo, cheers!","12","1333","750","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/278811306_1037557227117180_6714884877746077586_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=DuRQXHQiiQUAX_oYLuD&edm=APU89FABAAAA&ccb=7-5&oh=00_AT-TBhm7crl9m6FU7a0LkF4KPC0HtUSZIggxINDDBA5a4g&oe=62998C4C&_nc_sid=86f79a","",,,,,,,,,,,,,,,,,,"2820702675038208487","1106",,,,,,,,,"8480739993","join_jules","28","clips","join_jules","CclJiNipYHn","2022-04-20T17:02:09.000Z","Video","https://www.instagram.com/p/CclJiNipYHn/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/278803459_3119046498413057_7505369671789344749_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=6Ksm_ESRqToAX8sEjmb&edm=APU89FABAAAA&ccb=7-5&oe=6299DA61&oh=00_AT_vAWPg0z-sksCn7pA3LzE5vEBuUXRFl62-VllHVNtfHg&_nc_sid=86f79a","15909"
,"Tequila tuesdays??? Let’s make a Citrus Tequila Spritz 

This one is a simple one (can be made into an easy mocktail too) The key to this recipe, and let’s be real to EVERY recipe, is the importance of freshly squeezed citrus. A perfect way to use up your citrus if it’s on the outs is to make this drink!

Let’s get into it
1.5 oz Tequíla
3/4 oz Grapefruit Juice
1/2 oz Lime Juice
3/4 oz Orange Juice
1/2 oz Simple Syrup
8-10 drops @disco__inferno__ 🔥 (or you can use a jalapeño simple syrup to sub for these drops instead of regular syrup)
Soda Water or sparkling water (I used @zevia lemon lime twist)
Ice
Garnish: citrus wheel & edible flowers

In a cocktail shaker add all citrus, tequila, syrup and drops. 
Add ice and shake. 
Double strain (or single strain it’s really up to you) into a highball glass with ice. 
Top with soda water & garnish. 

Xoxo, cheers!
#joinjules #tequila #spritz #cocktail #cocktailrecipes #drink #drinkrecipes #citrus #grapefruit #orange #lime #summer","35","1333","750","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/278662043_514625693645042_710511151949238041_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=3nYQvP4F_A4AX99lkqg&edm=APU89FABAAAA&ccb=7-5&oh=00_AT-uC55G-kKlkBSiIZYtW-jP6i18Wagu8fmKakLYB59Czg&oe=629956E7&_nc_sid=86f79a","","joinjules","tequila","spritz","cocktail","cocktailrecipes","drink","drinkrecipes","citrus","grapefruit","orange","lime","summer",,,,,,"2819969875209178400","4838",,,"disco__inferno__","zevia",,,,,"8480739993","join_jules","29","clips","join_jules","Ccii6khJU0g","2022-04-19T16:44:29.000Z","Video","https://www.instagram.com/p/Ccii6khJU0g/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/278467290_711470153384454_6377143707277105687_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=OFzGeTPxjWcAX8BnDv8&edm=APU89FABAAAA&ccb=7-5&oe=6299B6FE&oh=00_AT-9z8XdEQosPzW-WDcXriLc9CqHlzFQaWqBqTVnfnOxgA&_nc_sid=86f79a","38290"
,"Can’t decide between dessert or a cocktail? Have both!

Happy Easter & Happy Sunday from this Sorbet Spritz & me!

This one is so easy, delicious and festive! Try it for yourself or let me know what you’re drinking today 

Let’s make a Sorbet Spritz

2 scoops of Lemon Sorbet
2 scoops of Raspberry Sorbet
Prosecco
1.5 oz Citrus Vodka
Soda Water
Garnish: Lemon Wheels & Mint

Add all ingredients into a glass, stir & garnish. 

Xoxo, cheers!
#joinjules #spritz #dessert #drink #drinkrecipes #cocktail #sorbet #icecream #prosecco #vodka #easter","74","1333","750","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/278585258_3208678106080372_8205669127743713832_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=pMSS4aziAq8AX-WtESo&edm=APU89FABAAAA&ccb=7-5&oh=00_AT-H5dy0JLtpFkoUgJkXxERf7lzqdO78VKE3fhaRNYUpFw&oe=6299D274&_nc_sid=86f79a","","joinjules","spritz","dessert","drink","drinkrecipes","cocktail","sorbet","icecream","prosecco","vodka","easter",,,,,,,"2818518342324052586","6466",,,,,,,,,"8480739993","join_jules","30","clips","join_jules","CcdY3_LJeJq","2022-04-17T16:41:46.000Z","Video","https://www.instagram.com/p/CcdY3_LJeJq/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/278700752_717530419258103_3356733501340841787_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=WYIzYdvwJcoAX-iJLCc&edm=APU89FABAAAA&ccb=7-5&oe=629999EB&oh=00_AT9apX_3OWyJiokhlTKy-CXMFq8LvObY2fLoGWGN5ZFQoA&_nc_sid=86f79a","60163"
,"Edible flowers 101

There are a lot of edible flowers out there, it’s hard to list them all but here are some of the most popular ones:
Marigolds
Viola’s 
Nasturtium
Pansy flowers
Chamomile
Dahlia
Roses
Hibiscus
Micro orchid
Verbena
Orchid

Now where can you get them?
Most grocery stores sell them and you can find them in the Refrigerated section near the mint or rosemary (the herbs that are already packaged) but check first for brands like:
@jacobsfarmdelcabo 
@freshoriginsmicrogreens 
@melissasproduce 

I go to my local restaurant supply store @specialtyproduce for mine with a huge selection so finding a your local supply store might be a safe bet.

If you can’t edible flowers in your area, plant them yourself! Almost every plant store will have edible flowers.

Have questions? Let me know!

Xoxo, cheers
#joinjules #spring #garden #flower #edibleflowers #cocktail #garnish","37","1333","750","https://scontent-frx5-2.cdninstagram.com/v/t51.2885-15/278419602_1001275200499929_750641612657921294_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frx5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=10H7uc4LSM4AX-eClCq&edm=APU89FABAAAA&ccb=7-5&oh=00_AT_sKhweCbktLMiTwnJASiWNRMW4DHSUN-q5t1ku17MC_A&oe=62999037&_nc_sid=86f79a","","joinjules","spring","garden","flower","edibleflowers","cocktail","garnish",,,,,,,,,,,"2817162021916428836","2457",,,"jacobsfarmdelcabo","freshoriginsmicrogreens","melissasproduce","specialtyproduce",,,"8480739993","join_jules","31","clips","join_jules","CcYke7XDMok","2022-04-15T19:52:29.000Z","Video","https://www.instagram.com/p/CcYke7XDMok/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/10000000_2868539766776850_5088876225942977668_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=qqN584ktG90AX959CXO&edm=APU89FABAAAA&ccb=7-5&oe=629980F0&oh=00_AT9fgBis74kXivSIPKosIeMAWTd_4hg4L0Kr5osnhtxGvw&_nc_sid=86f79a","26627"
,"Monthly Join Jules cocktail: Mezcal Aperol Sour 

It’s hard to pick one favorite cocktail. I love Mezcal cocktails, Aperol Spritz, Egg White cocktails & Pineapple juice. So I decided to put them all together to make this beauty. After tasting I still think it needs a zinger like Chile liqueur or even green chartreuse but this cocktail is overall a perfect cocktail to try this month. 

Ingredients:
1/2 oz Agave
3/4 oz Lime Juice
1 oz Pineapple Juice
3/4 oz Cointreau
1 oz Aperol
2 oz Mezcal
1 Egg White
Ice
Garnish: edible flowers & citrus wheel

Add all ingredients into a cocktail shaker and shake without ice. 
Add ice and shake again. 
Double strain into a coupe glass and garnish. 

Xoxo, cheers from yours truly
#joinjules #cocktail #cocktailrecipes #eggwhite #mezcal #aperol #drink #drinkrecipes","60","1333","750","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/278466831_1048996782365545_1638760007143654017_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=lZ9ZeWv9AtUAX8ImDlz&edm=APU89FABAAAA&ccb=7-5&oh=00_AT9-RdkuV-QAB1fikhlndRCB1rMoWJk-vWWTjVFSn9fTiA&oe=629995C2&_nc_sid=86f79a","","joinjules","cocktail","cocktailrecipes","eggwhite","mezcal","aperol","drink","drinkrecipes",,,,,,,,,,"2817065263426776070","2053",,,,,,,,,"8480739993","join_jules","32","clips","join_jules","CcYOe5_pSwG","2022-04-15T16:37:44.000Z","Video","https://www.instagram.com/p/CcYOe5_pSwG/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/10000000_147763491095378_5490379506708041385_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=MuLNMLvOF88AX_vOk2L&edm=APU89FABAAAA&ccb=7-5&oe=6299ECBC&oh=00_AT-wulUECEkjgohUnl9YZawKiF_2K9zjKSNGMtO1trDDxg&_nc_sid=86f79a","20589"
,"Two things happening here:

Flower ice cubes
The best lemonade inspired cocktail I’ve ever made

Let’s start with the ice cubes. These clear flower cubes will transform any drink. They are perfection. I recommend getting a clear ice cube maker tray to make these. (I have a whole Amazon section linked in my bio)

Now the cocktail: simplicity at its finest. 

1 oz Limonecello
3/4 oz Elderflower liqueur (@stgermaindrinks )
1/2 oz Fresh Lemon Juice
Tonic Water (@fevertreemixers )

Add these ingredients into a glass with ice and top with tonic. 
It’s that simple and easy. 

brb going to make another one it’s so good. 

Xoxo, cheers!
#joinjules #flower #flowericecubes #icecube #drink #drinkrecipes #limoncello #cocktail #cocktailrecipes","48","1333","750","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/278470064_5248270018563327_7229357500490191933_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=aXaopIrl6CAAX9o_tBR&edm=APU89FABAAAA&ccb=7-5&oh=00_AT839Z1dymQ2CU4u7-b5mzdgRhVCzcx0NfvLJFalAt-pBw&oe=629955BE&_nc_sid=86f79a","","joinjules","flower","flowericecubes","icecube","drink","drinkrecipes","limoncello","cocktail","cocktailrecipes",,,,,,,,,"2816429909064031645","3416",,,"stgermaindrinks","fevertreemixers",,,,,"8480739993","join_jules","33","clips","join_jules","CcV-BSIjB2d","2022-04-14T19:34:09.000Z","Video","https://www.instagram.com/p/CcV-BSIjB2d/","https://scontent-frt3-2.cdninstagram.com/v/t50.2886-16/278595454_504018648053005_6824837759304331052_n.mp4?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=1QYACDhBglsAX-lopGo&edm=APU89FABAAAA&ccb=7-5&oe=6299F7D8&oh=00_AT9keZQgf25uBhjdqoXXk4yDuM51riZcro-85z2l8Se9tQ&_nc_sid=86f79a","29204"
,"Looking for a Spring or Easter cocktail? Try this Vodka Guava Sour

I think an underrated ingredient is guava and this is the perfect way to use it! Garnish with some edible flowers and BAM the perfect spring inspired drink

Here’s the recipe:
2 oz Vodka
1 oz Guava
3/4 oz Lemon Juice
1/2 oz Simple Syrup
1 tsp Rose Water
1 egg white
Ice
Garnish: edible flowers

In a cocktail shaker add all ingredients and dry shake (shake without ice)
After 20 seconds, add ice and shake again. 
Double strain into a coupe glass. 
Garnish & enjoy

Xoxo, cheers!
#joinjules #spring #springdrinks #easter #easterdrinks #cocktail #cocktailrecipes #guava #guavajuice #eggwhite","56","1333","750","https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/278309762_120591673918882_2234654050541833542_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=aSSolnnR0ckAX8dgMzP&edm=APU89FABAAAA&ccb=7-5&oh=00_AT8Uil1ZYO_L07yWZ4pPNw536r_07HsM6JzW7jbzYriu4w&oe=629999E9&_nc_sid=86f79a","","joinjules","spring","springdrinks","easter","easterdrinks","cocktail","cocktailrecipes","guava","guavajuice","eggwhite",,,,,,,,"2815756192886264504","4009",,,,,,,,,"8480739993","join_jules","34","clips","join_jules","CcTk1bDF5K4","2022-04-13T21:15:53.000Z","Video","https://www.instagram.com/p/CcTk1bDF5K4/","https://scontent-frx5-1.cdninstagram.com/v/t50.2886-16/277946127_171082058603489_7255825670196501003_n.mp4?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=viHMW2Fw8ioAX8iKHl7&edm=APU89FABAAAA&ccb=7-5&oe=629987C6&oh=00_AT85zhevnyglUzGlhVIZLmnTe6Z6PoyRdw9Ds3lBwNj_pg&_nc_sid=86f79a","42484"
,"Starting your at home bar or bar cart? You know you’ll want to have your favorite: Tequila (Blanco & reposado), Vodka, Gin, whiskey or bourbon, and Rum (white rum and dark rum) but you’ll also want specialty liqueurs. Not all liqueurs are the same so here are some of my favorites I always have stocked in my home bar

Coffee Liqueur:
Espresso Martini’s 
White Russians
You could even make a coffee old fashioned
Coffee liqueur is a must have for coffee lovers like myself
If you love sweet, dessert or coffee types of cocktails than adding coffee liqueur to your recipes is a must try!

Orange Liqueur
Orange liqueur is that bottle that everyone should have in their bar. It’s used in so many different cocktail recipes and one of the most popular recipes a Margarita
You’ll use orange liqueur in a margarita, a sidecar cocktail and even a mai tai

You can buy: Cointreau, Grand mariner, orange curaçao but do note that some are different than others and a great starting point is cointreau or triple sec. 

Aperol and Campari
Whether you’re a spritzer or a Negroni, I think it’s necessary to have both. Aperol is used in classic cocktails like the Aperol spritz, Paper plane, or even an Aperol tonic!
Campari is also one of those must haves: used in my favorite, the Negroni, a Jungle bird, or even a simple Garibaldi cocktail. You can find so many recipes using both of these liqueurs I recommend you get them!

Chile Liqueur
This is one of my favorite ways to literally spice up a drink. Spice up a margarita or even a classic gin sour recipe. Now Chile liqueur is a fun one for me, as I like spice to my cocktails but you can also get a st. Germain or chambord liqueur really whatever your preference is in taste. I just recommend you get a fun flavored liqueur that you can play with. 

Again - personal preference but I think you should stalk your bar with green chartreuse and maraschino liqueur for the last word or last of the Oaxacans. But I love using both in recipes and playing with them

On that note, looks like I’m off to get more green chartreuse! Comment your questions below

One thing to note too, I recommend having a Sweet and Dry vermouth! That’s a staple too

Xoxo, cheers","42","1919","1080","https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/278253894_502733014537808_1008438970037951278_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=f4YvX1-abZEAX9NpMMP&edm=APU89FABAAAA&ccb=7-5&oh=00_AT_UVAQht2B8O0m7kZEdZwrfyX0eLD0k0WCSoopgkwpFuw&oe=62996CD6&_nc_sid=86f79a","",,,,,,,,,,,,,,,,,,"2815136358766311903","2135",,,,,,,,,"8480739993","join_jules","35","clips","join_jules","CcRX5pijXnf","2022-04-13T00:44:03.000Z","Video","https://www.instagram.com/p/CcRX5pijXnf/","https://scontent-frt3-1.cdninstagram.com/v/t50.2886-16/10000000_1378035765978688_8617804843604649261_n.mp4?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=f_2E-Hz7vKgAX-P1bOU&edm=APU89FABAAAA&ccb=7-5&oe=6299893D&oh=00_AT-rsRUUz_JsSamiu3IJ-q2XyC2Fe-TaAveVZE7o74dyDg&_nc_sid=86f79a","22017"
,"Honey Lemon & Basil Shaken Espresso Spritz, trust me on this one. 

While traveling to Mexico we got these lemonade espresso spritz coffees and they were so delicious and reminded me of a warm and sunny spring day! So, i wanted to recreate it with local honey, fresh Basil and of course fresh lemon juice!

& for those asking for an update on the new Espresso Machine: I’m in love. It is taking me a minute to get the perfect espresso pull but practice makes perfect & I’m keeping the handbook very close for now lol

In a mason jar add 1 tsp honey, 1/2 lemon juiced, and espresso. 
Add ice and shake. 
In a tall glass add tonic water & top with the shaken espresso. 
Garnish with fresh Basil or a lemon wedge. 

Xoxo, cheers!
#joinjules #coffee #icedcoffee #espresso #shakenespresso #lemonade #spritz #drink #drinkrecipes","38","1333","750","https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/278257473_1361699410909371_235818836294153481_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=4TEEljXwP4wAX85tzuK&edm=APU89FABAAAA&ccb=7-5&oh=00_AT8FjV5wUFT9zyYiqMi8i8hJqFSvRp1gkg4m7jrXnkR8xA&oe=62999591&_nc_sid=86f79a","","joinjules","coffee","icedcoffee","espresso","shakenespresso","lemonade","spritz","drink","drinkrecipes",,,,,,,,,"2814914359877602355","2956",,,,,,,,,"8480739993","join_jules","36","clips","join_jules","CcQlbI9powz","2022-04-12T17:26:54.000Z","Video","https://www.instagram.com/p/CcQlbI9powz/","https://scontent-frt3-2.cdninstagram.com/v/t50.2886-16/278022474_4948819265234809_5321762202614809935_n.mp4?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=N4FuCE5sjNIAX9zlyYd&edm=APU89FABAAAA&ccb=7-5&oe=6299949A&oh=00_AT_RpTwQEwurazk3clApYPfVLSehBo7uy9T9eq1mL7w-Yg&_nc_sid=86f79a","28955"
