,Date,Ingredients
162,2020-09,"TheCOSMOPOLITANmartini, or “Cosmo”, can vary from bar to bar. If you know what you like in the Cosmo, you can usually request it be made that way. If you don’t know what you like, the establishment’s mix might disappoint you. So it’s in our best interest to know what we like in our Cosmo. Here’s my recommendation, which has been influenced more or less (they use a dash of Rose instead of Citron Vodka) from the 1796 Room Restaurant at the Omni Bedford Springs Hotel in Bedford, PA. I’d go with this recipe:,Fill a cocktail shaker with ice. Add liquid ingredients. Shake for 10-15 seconds until the shaker is frosty on the outside. Strain into a martini glass. Drop a slice of lime into drink.,Comments:The cranberry juice used should be the standard original, not the unsweetened, and should be slightly less in proportion than the amount of vodka to prevent being overly sweet. The color should be pink, not red. Also, citron vodka adds a layer that makes it special, but it’s better to add less than more — too much will make the Cosmo too sweet. The right balance between sweet and tart is the trick.,Celebrities’ Whose Favorite Drink is the Cosmo:Toni Braxton (singer), SelaWard (actress), Jerry O’Connell (actor), many others.,Tags:citroncocktailscointreaucosmocosmopolitancranberryjuicetitosvodkavodka,December 15, 2019,July 18, 2020,September 1, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
163,2020-01,"DIRTY MARTINI:A dry vodka martini, having about 125 calories per serving, is one of the cleanest low-cal cocktails available.  Vodka’s activated charcoal filtration system removes impurities and coloring, making it smooth and mellow.  Olive lovers enjoy splashing olive juice or brine into the martini mix, making the vodka “dirty”.  If you’re on calorie watch, it adds only about 25 calories more.  The ratio of olive juice to vodka depends on the individual’s taste for olive strength in the drink.  My recommendation is detailed below:,Requirements:Vodka, extra dry vermouth, olive juice or brine from jar, cocktail olives.,Line the inside of a shaker with extra dry vermouth by shaking vermouth with ice and pouring out vermouth.  Add vodka, olive juice and more ice if necessary.  Shake vigorously until the shaker’s outside forms condensation.  Pour into a martini glass and serve “up.” Garnish with 2-3 olives on a skewer.,Comments:Like the classic martini, use your best vodka.  Unlike sugary fruit juices which can sometimes hide a “cheap” vodka, olive juice accents your existing vodka.  Think of the olive juice as showcasing your vodka. Although the Dirty Martini is wonderful for any time or occasion, I particularly like it before a meal to clean the palate.,Dirty Gin Martini:Replace vodka with gin.,January 8, 2020,June 9, 2020,January 4, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
164,2022-05,"TheDIRTY SHIRLEYis very simply a play on the Shirley Temple mocktail by adding vodka.  Since the Shirley Temple tries to pretend it’s a vodka-type cocktail in the first place, it’s not a big step adding a couple ounces of vodka to the Shirley Temple mix and just changing the name (although “dirty” in this case does not imply olive brine).  According to a recent article in theNY TIMES,the drink has been trending in many NYC bars and restaurants.,Requirements:vodka, grenadine, lemon-lime soda (Sprite or 7Up) or club soda, maraschino cherry for garnish,Mix vodka and grenadine into an ice-filled highball glass. Top with soda and garnish with a maraschino cherry.,Comments:I substitute club soda for lemon-lime soda, which I feel is too sweet. An additional squeeze of lemon and lime would give it a similar result without the calories. Or, add 3/4 oz. Rose’s Sweetened Lime Juice in combo with club soda. Another idea is to use citron vodka instead of the regular vodka when mixing with club soda.,I  don’t agree with any of the COVID quarantine reasons used in theTIMESarticle for people suddenly finding this drink so fun and exciting that it’s going to be the hit of the summer. Bottom line, according to my daughter, it’s popular now because it’s popular on Tik Tok.  It’s colorful and fun, but so is a rum punch. The TIMES article linked below is a bit overly cerebral and definitely overly verbose.,https://cooking.nytimes.com/recipes/1023159-dirty-shirley,Tags:7upclubsodacocktailcocktailsgrenadinerosessweetenedlimejuicespritetitos,February 13, 2020,October 6, 2020,May 6, 2020,Thanks for finally writing about it. Liked it!,Your email address will not be published.Required fields are marked*,Comment*,Name*,Email*,Website,Notify me of follow-up comments by email.,Notify me of new posts by email.,,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
165,2021-02,"TheGENOA VODKAcocktail:       When Genoa-born Christopher Columbus explored the New World in 1492, he was soon joined by Russia’s czar Ivan III (The Great).  Ivan had heard of Columbus’ exploits and after following his nautical trail, set up a secret meeting with Columbus in a Bahamas orchard.  There, Ivan III discussed a trade deal whereby in return for Russia’s rye-wheat grain liquor called vodka, Columbus would give Russia an equal value of spices.  Columbus admitted that he was not in possession of such spices yet, but that he would trade the Italian aperitif bitters, Campari, for the Vodka.  The two tried a sample of each other’s product, which they happened to have on hand.  Ivan III thought the Italian bitters too bitter, and Columbus thought the Russian liquor too plain.  They decided to mix the two using a formula of 2 parts vodka to 1 part Campari.  Still, Ivan III thought the mix too bitter.  Columbus, looking around the orchard, took a ripe-looking orange and cut it into quarters using his double-edged sword.  He squeezed about 3 ounces of orange juice into the mix.  Ivan tasted it and smiled, as did Columbus, and a vodka cocktail was born. However, the deal fell through when Ivan III asked for ice and Columbus had none.,Requirements:Vodka, Campari, fresh orange juice, orange slice for garnish,Combine all liquid ingredients in an ice-filled shaker.  Shake vigorously and strain into an ice-filled old-fashioned glass.  Garnish with an orange slice.,Comments:Tall tales aside, this is a delicious Campari drink for the Campari enthusiast.  The orange juice doesn’t take over the drink like aScrewdriver, but nicely balances everything with the vodka.  In fact, I didn’t even taste the orange juice. TheGenoa Vodkais a very nice alternative Campari cocktail for fans of theNegroniandBoulevardier.,Quote from Ivan III:“Vot you mean, no ice?  Yu  come to grreat Russian czar with no ice?  No ice, no deal!  Nyet! Dasvidaniya muzhik!”,Tags:camparicamparicocktailscamparidrinkscocktailsgenoagenoaitalygenoavodkaorangejuicevodkavodkacocktails,October 17, 2020,March 9, 2021,January 10, 2020,I’m having a weird problem I cannot seem to be able to subscribe your rss feed, I’m using google reader by the way.,I’ve been told that it is because you might have a lineup or queue of unresolved subscriptions.,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
166,2020-05,"TheGINGER COSMO MARTINI is a light, refreshing version of aCosmo, with the additional  ginger flavoring.  The offset of Cointreau with ginger is an interesting combination.  The math of the two would be 1+1=3, in that its aftertaste is very summery and at times more like grapefruit than ginger. There are a few recipes for this drink floating around; but this is the simplest and best if you’ve either made ginger vodka yourself (see my 5/9/20 post about ginger-infused vodka) or purchased ginger vodka.  The recipe I present is from a book of cocktails of New Orleans titledBig Easy Cocktails, by Jimmy Bannos and John DeMers*.,Requirements: ginger-flavored vodka, Cointreau, lime juice, cranberry juice,Combine all ingredients in an ice-filled shaker.  Shake vigorously and strain into a chilled cocktail glass.,Comment:This recipe is a keeper for summertime reference if you already have ginger or ginger-infused vodka.,*Special thanks to Katie & Semmes Walmsley for the book.,Tags:bigeasycocktailscointreaucosmocranberryjuicegingergingercosmogingerinfusedvodkainfusedvodkainfusionketelonelimejuicemartinineworleanssmirnofftitos,March 1, 2022,May 25, 2022,March 15, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
167,2020-05,"Infused vodka is a treat, especially when in the mood for icy vodka straight up, in shots, or on the rocks.Ginger-infused vodkais a favorite for a spicy vodka alternative.  Prepare it a few days in advance with a lemon peel, refrigerate, and your work is done when the occasion arrives.,Requirements:1.5 cups vodka, 1/3 cup sliced ginger (4-5 inches), lemon peel, 1 pint jar with lid,Peel 4-5 inches of a fresh ginger root using a spoon.  Wash and slice the ginger into quarter-inch pieces and put into a 1-pint jar container.  Add 1.5 cups of voda and a lemon peel to the jar, cover, and shake.  Store the sealed container in a cool, dark place for 5 days, shaking occasionally.  After five days, pour the vodka through a strainer and discard the ginger solids.  Return the strained, infused vodka to a clean bottle or suitable container with a lid.  Store the infused vodka in the refrigerator or freezer for up to 1 month.,Notes:Don’t use “upper shelf” vodka for this.  Your ginger and lemon can just as easily create a great infused vodka with Tito’s or Absolute as it can Russian Standard Platinum or Grey Goose.,Comments:I became a fan of infused vodka in Saint Petersburg, Russia when it was served at the Hotel Astoria. Their great assortment of vodka infusions served icy cold were unbeatable.  Later, I ordered infused vodka at the original Russian Tea Room in NYC and was again impressed and felt it was a close second to the Hotel Astoria.  You can buy ginger vodka in a store, but it will never be the same quality as when you infuse it with fresh ingredients yourself.,I find that ginger vodka helps digest a heavy meal, or even stimulate your appetite for a heavy meal.  A ginger martini is a nice diversion from the regular martini if you want some extra taste, or it you want the extra spiciness of fresh ginger.,Tags:absoluteastoriahotelcocktailsgingervodkainfusedvodkarussianstandardrussiantearoomsaintpetersburgtitos,April 30, 2022,February 17, 2022,April 5, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
168,2020-03,"If the name of this cocktail makes you gag, picture Gwen Stefani and her famous abs from the ’90’s instead, because the HAIRY FUZZY NAVEL goes down very nicely.  It’s a step between the simpler Screwdriver at brunch and the strong aromatic Himalayan Mist associated with Indian food. With my somewhat lower tolerance for sweet fruity drinks, this one is proportioned to my liking and is meant for sipping.,Requirements:Vodka, peach schnapps, orange juice, lime,Pour all liquid ingredients into an ice-filled shaker.  Shake vigorously and strain into a chilled cocktail glass.  Add a lime wedge or orange wheel as garnish.,Comment:The peach schnapps is used fairly often in mixing, but it tends to dominate the flavor of the drink.  With that in mind, you might need to add a bit more OJ (1.5 oz instead of .75 oz.) or try squeezing a lime wedge into the drink, if only to add more balance.  Also,Difford’s Guide(of British fame) recommends stirring rather than shaking to avoid thinning the drink.  Since I add a bit more vodka, I shake it, and in turn create a good happy-hour drink as well as a good brunch or after-dinner drink.,FYI, aFuzzy Navelis the drink above without vodka.  TheHairycomponent is the vodka addition.  For short, most people simply call it aHairy Navel.,August 27, 2021,December 7, 2021,July 23, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
169,2021-08,"TheHIMALAYAN MISTis a blue, peach-flavored vodka cocktail associated largely with restaurants serving Indian food. I re-created this recipe from a local Indian restaurant’s menu by using their same ingredients, but reduced the sweetness. The end result was 100% better. It’s a perfect fit for spicy food, a refreshing summer drink, or just a good starter drink.,Requirements:Vodka, peach schnapps, Blue Curacao, lime juice,Fill a shaker with ice and combine all ingredients. Shake vigorously for 10-15 seconds. Strain into a martini glass and serve “up”. You may garnish with a lemon wheel or wedge and squeeze into drink for some added tartness.,Comments:If interested, the restaurant recipe for theHimalayan Mistcalled for Sour Mix, which is easily made at home with equal parts simple syrup, lime juice & lemon juice. I was happy with just lime juice because both liqueurs are already sweet.  Peach schnapps and Blue Curacao are two inexpensive liqueurs that I’ve run across in several cocktail recipes. Peach schnapps in particular combines well with vodka.,Tags:bardrinksbluecocktailsbluecuracaococktailcocktailshimalayanmisthomebartendingindiancocktailsindianfoodlimejuicepeachschnappssourmixsweetcocktailsvodkacocktailsvodkadrinks,July 4, 2020,December 12, 2019,May 28, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
170,2021-02,"Kahlua has so many useful drink variations that everyone should have a bottle in their household.  Its arabica coffee and rum combination can be a perfect dessert substitute, a tasty compliment to a cigar, or an anytime coffee-flavored refresher.  It’s made in Veracruz, Mexico, where the coffee beans dry in burlap bags for about 6 months before mixing with 7-year aged rum made from the juice of sugarcane.  The roasted coffee and rum mix together for 4 weeks before being bottled and shipped.  At 20% alcohol, lots of combinations involving vodka, Irish cream, chocolate liqueur and cola make for the best “coffee break” we ever had.  Or, Kahlua can be enjoyed very simply on ice alone, a dash of milk optional.,If creating a Kahlua mix, my personal favorites are theBlack Russian(posted previously), theCoffee Martiniand theTime Bomb.,Black Russian,Fill a rocks glass with ice.  Mix the two ingredients in the glass and stir. Garnish with a cherry.,Coffee Martini,Mix the 3 ingredients in an ice-filled shaker.  Shake vigorously and pour over ice in a rocks glass. Garnish with coffee beans.,Time Bomb,Stir the 3 ingredients in a rocks glass with ice.,For other ingenious Kahlua cocktail ideas, go to the Kahlua link provided below.  Enjoy!,https://www.kahlua.com/us/drinks/,Tags:baileysirishcreamblacksealrumcaptainmorganrumdarkrumgoslingsirishcoffeeirishcreamkahluakahluadrinksmyersdarkrummyerssrumrumrumdrinksvodkavodkacocktailsvodkadrinks,January 23, 2021,February 6, 2020,September 4, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
171,2021-08,"The KAMIKAZE was designed for good-time shooters in the ’70’s & ’80’s, but became respectable as a cocktail later.  Fans of theLemonDropor theCosmoshould enjoy this limey orange-liqueur & vodka mix.  In fact, the Cosmo was created afterward as a cranberry-added Kamikaze spin-off.  What pushes the Kamikaze into respectable territory is the use of premium vodka, quality orange liqueur and fresh-squeezed lime juice.  Made well, it’s got all the refreshing qualities of a classic daiquiri, though shooters shouldn’t be ruled out.  If you want a trip down memory lane, yell, “Banzai!” just before downing it.,Requirements:Vodka, orange liqueur (prefer Cointreau or high-end Triple Sec), freshly squeezed lime juice, lime wheel for garnish,Shake ingredients in an ice-filled shaker for 10-15 seconds.  Strain into a chilled cocktail glass (or shot glasses).  Garnish the cocktail glass with a lime wheel.,Comments:The recipe above is on the “dryer” side and is recommended when using premium vodka — a vodka you would choose for a martini or straight.  For a richer and slightly sweeter cocktail, I’d recommend this mix:  1.5 oz. vodka, 1 oz. orange liqueur, .75 oz. lime juice.  Some prefer 1 oz. equal parts, all three ingredients.  You should adjust the ratio to suit your taste. The orange liqueur can be a higher-end triple sec or a good curacao.  Turn the Kamikaze into a pretty blue color by pouring blue curacao instead of triple sec/Cointreau.  The better the individual ingredients, the better the Kamikaze.,HIstory:The Kamikaze was invented on an American naval base in Japan after WWII.  The wordkamikazeis a Japanese word which means “divine wind,” referring to the typhoon which the Mongols ran into while trying to invade Japan in the 13th century.  The word was incorrectly applied by the Japanese military for its pilots and their sometimes impossible or suicidal missions. The drink probably took on its name due to its Japanese origins, it’s bold yet simple flavors and its kick.,For the sake of accuracy, the correct Japanese word to use before drinking isKanpai.,Tags:cocktailscointreaujapanesecocktailsjapanesedrinkskamikazeketelonelimejuicerussianplatinumvodkarussianstandardvodkashooterssummercocktailssummerdrinkstitosvodkatriplesecvodkavodkashots,June 27, 2021,February 15, 2020,April 21, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
172,2020-09,"You’d think that with four hard liquors, one orange liqueur and Coca-Cola that theLONG ISLAND ICED TEAhad been invented at a frat party.  More than one serving, and it’s definitely a good candidate for producing a morning hangover.  But sometimes we all just need one stiff one, and then move on.  And when we move on, it can’t be in the driver’s seat of a moving vehicle. The mix is legitimate and remarkable in that as strong as it is, it’s as smooth as silk.  It emulates an iced tea.  Its invention is actually credited to a Hampton Bays bartender named Robert Butt. His original mix called for 1 oz. of each non-cola ingredient. The recommendation in most circles is to serve 1/2-to-3/4 oz. of each non-cola ingredient.  (I use a pony measurer, 3/4 ounce for each.),Requirements:vodka, gin, white rum, silver tequila, orange liqueur, lemon juice, cola, lemon wedge,Rim a collins glass with a lemon wedge. Either add all non-cola ingredients directly to the ice-filled Collins glass and stir, or first shake in an ice-filled shaker before straining into the ice-filled Collins glass.  Top with your cola of choice.  Garnish with a lemon wedge.,Tags:cocacolacointreaucoladrinksgingindrinkshamptonslongislandicedtearobertbuttrumdrinkssilvertequilasummercocktailstequiladrinkstriplesecvodkavodkadrinkswhiterum,May 7, 2022,June 4, 2021,March 5, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
173,2020-09,"TheVODKA MARTINIgradually overtook the popular gin martini when vodka achieved worldwide popularity beginning in the 1940’s. It didn’t hurt that the “vodka martini, shaken-not-stirred” was ordered in every James Bond movie in the 60’s.  It’s simple to make, but delicate to the drinker’s taste. Most are customized to a person’s vodka choice and amount of dry vermouth used. “Extra dry” is usually a request for just a hint of vermouth via a drop or two.  Sometimes a vermouth rinse of the shaker before the mix is all that’s required by those that like it extra extra dry.,Required:Vodka, dry vermouth, green pimento martini olives,Fill a shaker with ice. Pour 1/2-3/4 oz. dry vermouth into shaker. Shake it well to thoroughly distribute the shaker with vermouth. Pour excess vermouth out through a strainer for an extra dry martini; leave vermouth in for a standard formula martini. Add 3 oz. (2 jiggers) of vodka. Shake vigorously for 5-10 seconds. Strain into a martini glass (pre-chilled is ideal) and serve with green pimento martini olives on a cocktail spear, lemon peel or cocktail onion. Usually it’s served straight up, although some might like ice.,Tip:There is no disguising a bad vodka in a martini. So use the best you have.,Comment:For gin lovers, gin may be substituted for vodka in the mix.,Tags:cocktailsdryvermouthginmartinijamesbondketelonemartinirussianstandardshakennotstirredsmirnoffvodkadrinksvodkamartini,April 18, 2020,July 18, 2021,March 27, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
174,2021-09,"The Japanese melon liqueur,Midori, is the predominant flavor of theMELON BALL DROP.  The sweetness of the Midori, and to a lesser extent the elderflower liqueur, is balanced nicely by vodka and fresh lemon juice.  It’s a popular choice for New Year’s Eve; but you may not want to wait for a once-a-year occasion to have one.,Requirements:Melon liqueur (Midori preferred), elderflower liqueur (St-Germain preferred), vodka, lemon juice, melon ball/cube for garnish (honeydew preferred),Combine all liquid ingredients into an ice-filled shaker.  Shake vigorously and strain into a martini glass.  Garnish with a cocktail skewer of 3-4 melon balls (or cubes) and rest vertically along side of the glass to complete the “ball drop” look.  Optional:  Rim the chilled glass with sugar.,Comments:TheMelon Ball Dropleans toward being sweet, especially if you follow more common recipes.  I’ve  reduced some of the sweetness by using equal parts Midori and vodka, versus the more common 2:1 ratio of Midori to vodka.  For a slightly sweeter drink that adds more complexity, you can use citron vodka instead of plain vodka.  Rimming the glass with sugar is nice if presenting the drink as an after-dinner drink; otherwise, the additional sugar really isn’t necessary.  If you’re a fan of the full-flavored martini (i.e.,Cosmopolitan, Apple Martini), this is a must-have. It’s about the same alcohol strength as theApple MartiniandCosmo.,Tags:cocktailelderflowerliqueurhoneydewmelonliqueurmartinimelonballdropmeloncocktailsmelondrinksmelonliqueurmidorimidorimelonliqueurnewyearsdrinksst-germainvodkacocktails,March 26, 2020,October 28, 2021,May 16, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
175,2021-06,"TheMOSCOW MULEhas gained in popularity in recent years, but was the drink that catapulted vodka beyond its Eastern Europe & Russian boundaries back in the ’40s. It’s a fizzy, limey-ginger vodka drink that offers a spicy kick when made with real ginger beer. Ginger beer can be substituted with ginger ale for those who don’t like the spiciness of real ginger. Diet versions are available with either. It can be served in a cocktail rocks glass or the preferred frozen copper mug (above).,Requirements:Vodka, lime, ginger beer (or ale), copper mug or cocktail glass,Fill a cocktail glass or frozen copper mug with ice. Add vodka and lime juice. Finally, add at least twice the amount of ginger beer as vodka, or simply fill the rest of the mug with ginger beer.,Origin:1941, from a Los Angeles bartender and a trio of people that came together to market a vodka drink mixed with their over-supply of ginger beer, matched with the infamous copper mug from a woman’s copper-product business.,Comments:Some suggested ginger beers are Saranac Diet Ginger Beer, Fentimans Botanically Brewed Ginger Beer, Gosling’s Stormy Ginger Beer, Fever-Tree, Barritts, Reeds, Powell & Mahoney, or sugar-free Zevia.  The mug or glass should be pre-chilled or frozen and the ginger beer refrigerated in advance.  Finally, real ginger in ginger beer is a digestive aid and ginger beer can be enjoyed with or without alcohol.,Tags:barrittscocktailsfentimansfevertreefizzycocktailsfizzydrinksgingergingerbeergoslingsketeloneladrinkslimejuicemoscowmoscowmulepowell&mahoneyreedsrussianstandardvodkasaranacgingerbeersummercocktailssummerdrinkstitosvodkavodkazevia,February 15, 2020,November 24, 2021,August 21, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme"
