Date,Ingredients,Source_tag
2021-07,"TheCOOPERis a combo of Irish whiskey, St-Germain elderflower liqueur and a hint of Laphroaig scotch. It’s a “tasty and tough” cocktail pour from the ingenious folks at one of Pittsburgh’s popular Strip District restaurants,Bar Marco. Recipe is courtesy of Andrew Heffner and Justin Steel ofBar Marcoin Pittsburgh, and Phil Ward ofDeath & Company, NYC.,Requirements:Irish whiskey (Redbreast Single Pot Still preferred), St-Germain liqueur, Laphroaig single malt scotch, grapefruit (or orange) bitters, lemon twist,Rinse the interior of a rocks glass with Laphroaig, pouring out (or drinking) any excess. Stir the other ingredients in a mixing glass and strain into the rinsed rocks glass. Sprinkle the oil from a lemon peel into the glass, then rub along the rim. A fresh lemon twist may be used as garnish.,Comments:I’m not sure how the thinking behind this recipe evolved from Irish whiskey to adding a touch of Scottish peat to adding elderflower liqueur and then the dash of grapefruit bitters; but if you’ve not tried it, you should.  Cheers!,Tags:andrewheffnerbarmarcococktailscoopercocktaildeath&companygrapefruitbittersirishwhiskeyjustinsteellaphroaigliqueurnycbarsorangebittersphilwardpittsburghbarspittsburghdrinksredbreastsinglepotstillredbreastwhiskeyscotchstgermainstgermainliqueurwhiskeycocktailswhiskeydrinks,December 18, 2021,February 20, 2021,February 24, 2022,I was excited to find this web site. I wanted to thank you for ones time for this wonderful read!! I definitely liked every little bit of it and i also have you saved to fav to check out new things on your blog.,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-12,"TheGODFATHERmakes you an offer you can’t refuse:  A good cocktail which requires just two ingredients — blended scotch whisky and amaretto. Some people might choose single malt scotch or even bourbon.  The almond-flavored amaretto softens the whisky, but at the lower proportion doesn’t mask it.  And vice-versa, the scotch softens the amaretto liqueur.  Though some recipes for this cocktail call for equal parts of each ingredient, this one tones down the sweetness and merely accents the whisky with liqueur.,Requirements:whisky (blended scotch preferred), amaretto,Combine both ingredients into an ice-filled cocktail glass and stir.  A dash of Angostura bitters is optional.,Comments:This is a 70’s drink named after the movie,TheGodfather.It’s the patriarch drink of the family, which includes theGodmother(vodka & amaretto) and theGodchild(vodka, amaretto, cream).  The Godfather cocktail is not often found in bars, but is an excellent drink to enjoy at home, especially given the ease of preparation.  I tried the Godfather with single-malt scotch and found that it sharpened the drink with citrussy flavors.,Tags:amarettococktailsamarettodisaronnococktaildewarsdisaronnogodfathergodfathercocktailthegodfatherwhiskeywhiskywhiskycocktails,July 15, 2020,August 9, 2020,April 5, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-04,"TheHIGHLANDERcocktail is a flavorful whisky cocktail akin to the Rob Roy. It has many crazy variations. My preferred recipe is adapted from the Campbell bar, NYC.  It’s by far the easiest to make and simply shifts a Rob Roy from the cherry overtones to orange.  It has an old-world peat flavor that captures the imagination of days gone by.,Requirements:Blended Scotch Whisky, Sweet Vermouth, Orange Bitters, Orange twist,Fill a cocktail shaker with ice. Combine all liquid ingredients and stir for 30-60 seconds. (The other option is to shake, as in the video tutorial below.) Rim a cocktail glass with an orange peel and drop remaining peel in glass. Strain drink into glass and serve, up.,Comments:This was so good at the Campbell that it began my annoying habit of asking the bartender how he/she made it.  A blended scotch like Dewar’s is fine in this mix. For an extra special Highlander, you might try it with a single malt scotch. But mixing anything with a 12+year aged Scotch might be a waste of good Scotch since it’s hiding the special flavor and smoothness from aging.,Keet’s Cocktailstutorial of the Highlander cocktail (premier edition):,Tags:barcocktaildewarsrobroy,March 12, 2020,May 25, 2022,February 15, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2022-04,"TheNORTH GARDENis a New York City-created Old-Fashioned variation that adds hints of peat from Scotch, notes of apple from apple brandy, and the familiar sweet character of bourbon to the mix. Garnish is not necessary, but sweetening with a touch of demerara syrup is.,Requirements:Apple Brandy (Laird’s Bonded preferred), bourbon, peated Scotch whisky, demerara syrup, Angostura bitters,Stir all ingredients in an ice-filled mixing glass to chill.  Strain into an Old-Fashioned glass over a large ice cube.,History:Per Amanda Schuster’sNew York Cocktails, this Old-Fashioned variation was refined and popularized at NY’s Death & Co. bar around 2011 as derived from an earlier derivation from NY’s Dram.  The talented team at East Village’s Death & Co.created many cocktail recipes that bars around the world use.,Comments:This is an excellent Old-Fashioned even though I used Laird’s Applejack Brandy instead of Laird’s Bonded Apple Brandy and Dewar’s instead of a smokier Laphroaig.  You can enjoy this Old-Fashioned variation even if the perfect bottle isn’t handy.,,Tags:angosturabittersapplebrandycocktailsapplejackbrandybourboncocktaildeath&companydemerarademerarasyrupdewarsdramevanwilliamslairdlairdsappplejacklairdsbondedapplebrandylaphroaigscotchnorthgardennyoldfashionedoldfashionedpeatedscotchscotchsyrupwhiskeywhiskeycocktailswhisky,November 24, 2020,June 23, 2020,December 24, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2020-04,"The PENICILLIN cocktail is well worth the fifteen extra minutes it takes to prepare honey-ginger syrup, a key component to this Scotch whisky drink.  The Scotch, lemon juice and honey-ginger syrup combo is attributed to Sam Ross, a star lower-Manhattan mixologist.  The drink’s popularity has since traveled the world over.  It is smooth, flavorful, and deserves to be ranked up there with theHighlanderand theGold Rush(a.k.a.Chapel Hill).,Requirements:Blended “non-smoky” Scotch whisky, smoky single-malt Scotch whisky (Laphroaig or Laguvulin preferred), lemon juice, honey-ginger syrup (detailed below),Shake all ingredients except the smoky Scotch with ice and strain over ice into a rocks glass. Gently poor the smoky Scotch over the back of a barspoon or large kitchen spoon to float it on the drink. Optional garnish:  lemon peel or candied ginger cube.,Making honey-ginger syrup:,Peel ginger with a spoon and slice (see link below).  Add all ingredients to a pot and bring to a boil.  Reduce heat and gently simmer, uncovered, for 30 minutes.  Remove from heat, strain into a jar and allow to cool before using.,https://www.youtube.com/watch?v=iJMDmaHuMeA,,Tags:attaboybarcocktailscompassboxasyladewarsfamousgrousegingerhoneylagavulinlaphroaiglemonjuicelittlebranchmonkeyshouldersamrossscotchscotchwhisky,March 5, 2022,February 4, 2022,September 22, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-01,"American football is approaching its finale, college basketball is leading toward March Madness,  NHL hockey is well underway, and old Scottish shanty songs are going viral.  These clearly point toward one spirit — whisky — and one Scottish drink — theROB ROY.  Here’s the recipe to use at home where you probably won’t need to wear a mask.,Requirements:single malt or blended Scotch, sweet vermouth, Angostura bitters, maraschino or brandied cherries.,Combine all liquid ingredients into an ice-filled mixing glass and stir at least 15 seconds. Strain into a chilled cocktail glass and garnish with two cherries.,Comments:If serving more than one Rob Roy, it’s perfectly okay to use something like Dewar’s, Johnnie Walker or Cutty Sark. Treating myself alone, I might choose a favored single malt instead.,Best Scottish Sea Shanties:,Tags:cherriescocktailcocktailscuttysarkdewarsjohnniewalkermaraschinocherriesrobroyscotchscottishcocktailsscottishdrinkssinglemaltwhiskeywhisky,September 19, 2020,August 1, 2020,March 28, 2020,Love it THANKS!!!  Next time need a margarita recipe,Great Lee and thanks for following! Check out (scroll down) the tequila drinks and I have a bartaco margarita recipe which is specific to the tequila and orange liqueur (very limey), and the classic margarita recipe with 1.5 oz tequila to .75 oz. Cointreau for each half lime used (one serving).  Happy 2021!,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2020-02,"I didn’t understand the point of theSCOTCH & SODAuntil I watched a bartender serve it.  First, he filled a tall, narrow-mouthed highball glass with ice and walked away. A minute later he reported back to swirl the ice for several seconds before pouring it out. He refilled it halfway with fresh ice before pouring single-malt Glenlivet scotch into 1/3 of the glass. He placed it before the businessman at the bar and filled the rest of the glass with club soda. The man nodded okay to the lemon peel garnish.  It was elegant without being self-indulgent, classy without being fussy.  Simple and whisky-delicious.  As I found out later, with the right soda the scotch flavor is still there to enjoy, but easier on the constitution.  It would also seem to be the right kind of cocktail for this particular customer who was having a business-type conversation with the gentleman sitting next to him.,Requirements:Scotch, soda, lemon or orange peel (optional),Chill or freeze a highball glass.  Fill halfway or more with ice and pour scotch.  Tilt glass at an angle and pour 4-5 oz. club soda slowly.  Garnish with lemon or orange peel (optional).,Comments:I’m not sure I’d waste an aged single-malt scotch on a Scotch & Soda, although it’s legal.  The blended scotch whiskies are usually recommended:  Dewar’s, Johnnie Walker Black, or Cutty Sark.  The little 10 oz. bottles of club soda are great for a good fizz.  The most recommended club soda isFever-Tree.  The amount of club soda used is by individual taste; the common serving is 4-5 oz. Garnishing is optional, but serving the Scotch & Soda in a tall thin (highball) glass is a must to preserve the bubbles. My odd personal preference is to garnish with an orange peel and add a dash of orange bitters.,March 20, 2020,February 6, 2020,May 18, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-03,"AMistis simply straight liquor poured over crushed ice, in this case Scotch, for aSCOTCH MIST.So why do it? Won’t it make the whisky watery?  Actually, the crushed ice doesn’t dilute the whisky’s flavor…unless you drink it 3 hours later. The whisky’s underlying taste will seem more vibrant than if you were to gulp it down straight.  But where crushed ice awaits, you should use a full-bodied 12-year Scotch from the Highlands so that it’s a beautiful mist that envelopes you in fragrant layers of flavor, not a watered-down fog more suited to an amusement park thirst-quencher. The same holds true for using a quality aged bourbon, rye or rum.,Requirements:12+year Scotch, lemon peel, crushed ice,Fill an old-fashioned glass with crushed ice and pour in Scotch.  Twist lemon peel over drink and drop in glass.,Comments:In the 1946 filmThe Big Sleep, Lauren Bacall orders aScotch Mistfrom a bar, the “femme fatale’s drink of choice”.  It’s not the more commonly ordered bar drink of 2021, but it’s certainly easy to make at home.  And that’s the reason I’ve posted this here, in addition to it’s ability to lift a good whisky or rum to its best without the interference of mixers.,Tags:aberfeldyscotchscotchscotchdrinksscotchmistscotchwhisky,December 30, 2021,January 28, 2020,October 24, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-11,"TheSMOKY MARTINIis the classic embellishment of aGin Martiniusing a small amount of Scotch in the place of vermouth.  In spare quantities, the Scotch whisky’s smoky notes blend beautifully with the gin’s botanicals. It’s an easy, no frills martini that should always show off your best gin and best Scotch.  Little touches, such as chilling the glass and twisting the lemon peel over the drink, make a difference.,Requirements:Gin (London dry gin preferred), blended or single-malt scotch, lemon peel,Combine the gin and Scotch in an ice-filled mixing glass and stir until well chilled.  Strain into a Martini glass.  Garnish with a lemon twist after squeezing it over the drink.,Comments:Some of the best 2021 London dry gins as rated by Liquor.com are:    Bombay Sapphire, Hayman’s, Highclere Castle, Tanqueray and Beefeater.  I enjoyed it using Hendrick’s.  You can experiment with the Scotch by trying a blend like Dewar’s or a smoky single malt Scotch like Laphroaig.  The Smoky Martini is appealing before a hearty meal, good for more formal business get-togethers, or simply any occasion where tasty & strong is more important than sweet & fruity.,Origin:Norman Mailer’s 1991 novelHarlot’s Ghostpresented a character based on a real-life 1950’s CIA agent who mixed a Martini by rinsing the ice in a shaker with Scotch before adding gin. Bartenders at the time of the novel picked up on the smoky gin recipe; although bartending legend, author and historian Dale DeGroff reportedly began serving the Smoky Martini in the 1970’s.,Tags:beefeaterbombaysapphireclassicdrinkscocktailsginginandscotchgincocktailsginmartinihaymanshendrickshighclerecastlelaphroaigmartiniscotchwhiskysmokymartinismokyscotchstrongcocktailsstrongdrinksstrongmartinistanqueraywhisky,December 12, 2019,January 20, 2020,December 29, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2022-05,"Summer 2022 is around the corner and outdoors or in, cocktails could be a part of it. TheGOLDDIGGERcocktail is a very smooth mix of golden rum, gold tequila, Grand Marnier and fresh orange juice. It’s quick and easy to make. It goes down like a rum punch, but adds the kick of tequila. It can be imbibed with any meal or evening cocktail hour, as well as any poolside or outdoor refreshment.,Requirements:Gold rum, gold tequila, Grand Marnier, orange juice, orange peel for garnish,Add liquid components to an ice-filled shaker. Shake and strain into an ice-filled rocks glass. Garnish with an orange peel.,Comments:My preference is to give either the rum or tequila dominance over the orange and Grand Marnier flavor. So although the recipe usually calls for equal .75 oz. parts rum and tequila, I’d make one or the other more, at 1.5 oz. instead. I’d probably lean toward dominating with the more upper-shelf spirit on hand. But if you’re more in the mood for a sweet punch-like drink, stick with the formula.,Note on video tutorial:The obvious choice for myGolddiggertutorial’s musical backdrop had to be something from the movieGoldfinger. TheGolddiggershould have been Mr.Goldfinger’s drink in hand  — he might not have minded so much losing his gin rummy game and not hadJill Mastersonkilled by gold paint asphyxiation.,Tags:cocktailcocktailsgolddiggergoldfingergoldrumgoldtequilagrandmarnierianflemingjamesbondjohnbarrykeetscocktailsorangejuiceorangejuicecocktailsorangepeelrumrumcocktailsshirtlyeatonsummercocktailssummerdrinkstequilatequilacocktails,February 18, 2020,September 27, 2021,July 1, 2020,Your email address will not be published.Required fields are marked*,Comment*,Name*,Email*,Website,Notify me of follow-up comments by email.,Notify me of new posts by email.,,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-09,"The HIGH VOLTAGE is a simple peach-flavored tequila cocktail, easily prepared in five minutes.  It’s as smooth a tequila cocktail as can be with a bit of everything going for it.,Requirements:tequila, peach schnapps, lime juice, peeled peach slice or lime wheel for garnish,Pour ingredients into an ice-filled shaker.  Shake vigorously and strain into a martini glass.  Garnish with either a peeled peach slice or lime wheel.,Comment:Here’s a cocktail that gives tequila another chance beyond the tequila party shots and popular margarita.  It’s still got the lime, but instead of the orange liqueur used in margarita, gives us peach liqueur.  It’s a nice change of pace, especially when prepared like a martini.  Use your best tequila.  If you like sweet, you may use the standard formula which calls for 1.5 oz peach schnapps, i.e., two parts tequila to one part peach schnapps. (My preference is using good tequila, less schnapps.),Tags:cocktailsespolonespolontequilaherraduraherradurasilverhighvoltagelimecocktailslimejuicepeachpeachschnappsschnappssummercocktailstequila,October 28, 2021,February 20, 2021,May 25, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2022-01,"TheITALIAN MARGARITAsubstitutes Amaretto and orange juice for the regular margarita’s orange liqueur.  Amaretto gives it a sweet nutty edge and eliminates the need for simple syrup or agave.  Lime juice, with an optional lemon juice squeeze to create a sour mix, is the citrus addition that has proven to work so well with tequila. The tequila of preference is a silver or blanc tequila; but aged reposado tequila is favored by some.,Requirements:Silver tequila, Amaretto liqueur, fresh-squeezed orange juice, lime juice, lemon juice (optional), lime wedge garnish, salt & sugar,Rim the serving glass with the juice of a lemon and dip onto a combination salt and sugar.  Add ingredients to an ice-filled shaker and shake for 20-30 seconds.  Strain into the serving glass and garnish with a lime wedge.,Comments:I recommend using fresh-squeezed orange juice and then straining the pulp before adding to the shaker. You can experiment with the choice of silver versus aged tequila — it’s a matter of personal taste; but use good tequila.  Also, using a mix of sugar and salt on the glass rim is important because just using one or the other over-powers the drink. This can be served on the rocks as well.  Enjoy!,Tags:amarettoamarettococktailsamarettodrinksamarettomargaritacocktailsitalianmargaritamargaritaorangejuiceorangejuicecocktailsreposadosilvertequilatequilatequilacocktailstequiladrinks,December 29, 2021,March 31, 2020,February 11, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2020-09,"You’d think that with four hard liquors, one orange liqueur and Coca-Cola that theLONG ISLAND ICED TEAhad been invented at a frat party.  More than one serving, and it’s definitely a good candidate for producing a morning hangover.  But sometimes we all just need one stiff one, and then move on.  And when we move on, it can’t be in the driver’s seat of a moving vehicle. The mix is legitimate and remarkable in that as strong as it is, it’s as smooth as silk.  It emulates an iced tea.  Its invention is actually credited to a Hampton Bays bartender named Robert Butt. His original mix called for 1 oz. of each non-cola ingredient. The recommendation in most circles is to serve 1/2-to-3/4 oz. of each non-cola ingredient.  (I use a pony measurer, 3/4 ounce for each.),Requirements:vodka, gin, white rum, silver tequila, orange liqueur, lemon juice, cola, lemon wedge,Rim a collins glass with a lemon wedge. Either add all non-cola ingredients directly to the ice-filled Collins glass and stir, or first shake in an ice-filled shaker before straining into the ice-filled Collins glass.  Top with your cola of choice.  Garnish with a lemon wedge.,Tags:cocacolacointreaucoladrinksgingindrinkshamptonslongislandicedtearobertbuttrumdrinkssilvertequilasummercocktailstequiladrinkstriplesecvodkavodkadrinkswhiterum,May 7, 2022,June 4, 2021,March 5, 2022,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2019-12,"The drink of choice for writer Jack Kerouac and singer Jimmy Buffet,the MARGARITAis one of the most festive, popular drinks.  It first appeared in Mexico and then southern California in the 1930’s and ’40’s and since then has generated cash flow for many a Mexican restaurant.  As tequila brand options have increased in both quality and quantity, so has the popularity of the margarita.,My personal Margarita preference is the most simple, without additional mixes or sweeteners, and is chilled by shaking before pouring over ice. It requires only three ingredients: tequila, Cointreau & lime juice.,Rim the glass with salt after wetting rim with a lime wedge.  Discard the wedge. Fill the glass with ice.  Combine ingredients into an ice-filled cocktail shaker.  Shake well and strain into the prepared glass.  The glass may be garnished with a lime slice or not.,Reminder:  1.5 oz. equals 1 jigger;  3/4 oz. equals 1 pony.,Comments:  Obviously, rimming the glass with salt is optional.,Simpler is better, but allowing this basic recipe to “hydrate” on rocks for five minutes helps make it smoother from the start.  Also, smaller ice cubes work better than larger cubes in a Margarita.,Prove me wrong, but I’m convinced you can judge the quality of a Mexican restaurant by its Margarita.  If the bartender adds a (1) “sweet & sour” mix to a (2) “house” tequila and (3) Triple Sec liqueur — most of the time I’d be better off going somewhere else to eat and drink.,December 20, 2019,December 18, 2021,February 20, 2021,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
2021-07,"TheMARGARITA BARTACOis a classic margarita made to precise citrusy smoothness at the restaurantbartaco. It offsets additional lime juice with Agave syrup, but still maintains similar proportions of orange liqueur to tequila as the traditional margarita. Bartaco is a chain of about 19 Mexican restaurants with a very active bar. It usually uses specific liquor in its margarita: Libelula tequila and Combier orange liqueur. This recipe is provided courtesy ofTastyBevandbartaco.,Requirements: libelula silver tequila, Combier orange liqueur, fresh lime juice, blue agave syrup.,Squeeze juice from 1 – 1.5 limes. If salting your glass, rim glass with juice from lime, turn upside down and rub salt onto rim. Fill salted glass with ice. Combine ingredients in an ice-filled shaker, shake until chilled, and pour into ice-filled glass.,Comments:This margarita is very smooth and limey in comparison to the more traditional margarita recipes. If you prefer slightly less lime, you don’t need as much agave syrup.  The Libelula tequila and Combier liqueur are a large part of their signature mix.,Tags:bartacobartacomargaritabesttequiladrinkscocktailscointreaucombierfreshlimelibelulalimecocktailslimejuicelimeydrinksmargaritaorangeliqueursummercocktailssummerdrinkstequila,February 27, 2020,April 14, 2020,March 28, 2020,Follow:,Welcome to my blog!  Feel free to look around and leave me a comment if you find something interesting or helpful.,Enter your email address to subscribe to this blog and receive notifications of new posts by email.,Join 55 other subscribers,Email Address,Subscribe,More,Cointreau (orange liqueur)/Cranberry Juice/Daily Mix/Martini Monday/Vodka,Ginger Cosmo Martini,2 Jun, 2022,Bourbon/Daily Mix/Grapefruit Juice/Seasonal Sunday,Brown Derby,28 May, 2022,Daily Mix/Orange Juice/Rum/Tequila/Videos Demos,Golddigger,25 May, 2022,Daily Mix/Midori (melon)/Rum,Melon Daiquiri,21 May, 2022,Keet's Cocktails © 2022. All Rights Reserved.,Powered by- Designed with theHueman theme",Web
